side,0.215111841866
other,0.208914100916
the,0.163509914446
is,0.158545848504
on,0.140373455663
from,0.138337287304
ponypop,0.135424410845
酒吧,0.125155351732
alive,0.115706931708
dreams,0.111221106776
enough,0.111221106776
stars,0.111221106776
now,0.109305098994
show,0.107555920933
greatest,0.104457050458
討論,0.104058888497
me,0.0732855983068
之銘言,0.0694183719082
引述,0.0694183719082
my,0.0679645193325
movie,0.0201028660964
看板,0.0201028660964
lion,0.0
不是,0.0
作者,0.0
像是,0.0
印象,0.0
喜歡,0.0
團員,0.0
如此,0.0
娛樂,0.0
實在,0.0
小女孩,0.0
小男孩,0.0
很難,0.0
振作,0.0
搭配,0.0
時間,0.0
會後悔,0.0
有人,0.0
未來,0.0
樓上,0.0
標題,0.0
歌曲,0.0
深刻,0.0
準備,0.0
發現,0.0
相信,0.0
第一次,0.0
經典,0.0
老婆,0.0
表演,0.0
開場,0.0
開始,0.0
音樂,0.0
